X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Defect_Type
358,405,2978,4239,13142,51,1112,454457,58,222,1425,1,0,55,0.6117112765006706,0.07902450337840412,0.3208877022205056,0.1415812097265883,0.4631562401651331,0.17711621863179722,0.0861456790312886,9.483644576482009,3.871201010907891,7.140453043101158,-0.42552206105285617,0.9365593913090207,0.37370485172227896,K_Scratch
422,620,1935,2578,520,218,733,607798,55,187,1594,0,1,99,0.5052660049720423,0.21659359162222713,0.4968865513839658,0.21867064073722497,0.48099652017372985,0.342239342318415,0.2708703033490113,6.255750041753367,5.293304824724492,6.467698726104354,-0.5521621460943759,1.0,0.023106809640664815,K_Scratch
332,651,3484,5131,16818,257,1662,1659911,72,251,966,1,0,95,0.38859891371720634,0.19838466281214168,0.18026645892582388,0.2395487890811739,0.30961506794703475,0.2502349359400688,0.25590406769637764,9.730264478727433,5.768320995793772,7.4073177104694174,-0.21683347075612594,1.0,0.4329720253283344,Bumps
306,625,3445,3610,7224,318,195,640321,18,230,1318,0,1,63,0.6260237116727937,0.2622840534676868,0.05186508227124709,0.25077287466178644,0.4258215148079988,0.23676178539280834,0.042349809959108906,8.885302512980633,5.768320995793772,5.111987788356544,-0.02702907160343304,1.0,0.24699616937769744,K_Scratch
474,818,2303,3946,14694,356,1510,1131085,54,242,983,0,1,75,0.47274859082175263,0.16444216813495877,0.2212456568340187,0.19408401250119162,0.29765029645650826,0.26709758598529504,0.16326000063408835,9.595262578853017,5.84354441703136,7.404887575616125,-0.20712678431235518,1.0,0.40017465757258014,Bumps
295,438,26,585,15176,119,475,1131182,29,182,989,1,0,95,0.5107115705618193,0.06509472587659004,0.2869752114966293,0.25604419995794686,0.25926197783391003,0.15583426213934942,0.23871200552845126,9.627536402960045,4.969813299576001,6.327936783729195,0.12997595431747025,1.0,0.4079458640683571,Bumps
315,490,1519,3308,22990,151,1653,1926592,20,202,1557,0,1,52,0.36619070767565154,0.1906645477845883,0.28785965266560215,0.1750158696983244,0.3999947937519901,0.22846148187196358,0.031446792282229664,10.042858113983936,5.170483995038151,7.489970898834801,-0.45657922074029034,1.0,0.510712888744001,Other_Faults
351,538,3495,4243,4356,163,879,480772,44,220,1192,0,1,91,0.6827751362370668,0.2566046751144599,0.3150035677232616,0.25362576051023095,0.21872008202073556,0.17399300246466903,0.2717855757583933,8.379539026117442,5.236441962829949,6.618738983517219,-0.701476993274123,1.0,0.16514130606971372,Z_Scratch
70,87,1992,2899,10914,17,917,521006,37,185,1379,0,1,71,0.9100596080315075,0.22344449163157548,0.00893676541815791,0.10041680607439557,0.1735492962883965,0.28804999501908696,0.017011395411013996,9.297893268984044,2.8903717578961645,6.811244378601294,-0.15098313503328653,1.0,0.33134530406114376,K_Scratch
392,783,704,2070,11523,363,1597,1616806,42,233,1358,1,0,73,0.5634008963975038,0.3131566855292168,0.07003227967946823,0.10448238460895744,0.25581966579260895,0.22895351118611212,0.2787229080770471,9.35218709620442,5.971261839790462,7.220373836723949,-0.23902527133482887,1.0,0.3434825635649984,Other_Faults
166,265,263,1768,13609,114,1783,1872329,63,191,1521,1,0,78,0.6445194947311615,0.1269590463975722,0.18415519104336586,0.10920824076436988,0.483775838296466,0.20538073611435165,0.22652819018944392,9.518560095645512,4.605170185988092,7.317212408359839,0.011102080198653705,1.0,0.3819121704819387,Other_Faults
320,635,2268,3814,14975,311,1821,1835923,27,201,1352,1,0,78,0.42731590480859905,0.33943215877943883,0.42221316656004343,0.17074247113628047,0.25294583916668434,0.3770953253901487,0.12963515268476833,9.614204198717374,5.755742213586912,7.344072850573066,-0.7916936515612647,1.0,0.40472978430810097,Other_Faults
217,572,2064,2318,7491,356,275,584989,73,188,1397,0,1,65,0.45080818769019754,0.30469833144253317,0.0367752394881396,0.06682449731375657,0.3994258873814508,0.20299349580900433,0.21158508721179373,8.921591063563978,5.87493073085203,5.541263545158426,-0.6782007431750436,1.0,0.2538072287387676,Z_Scratch
453,743,1082,2000,23613,260,1003,1533812,61,187,1424,0,1,62,0.5111525427004674,0.30389424311753965,0.03417418572409736,0.2865295668497058,0.17720599416227945,0.35895972667247816,0.24284196288463034,10.069595035467055,5.673323267171493,6.823286122355687,-0.10723873313649203,1.0,0.5173917397373924,Other_Faults
411,786,1240,1765,13838,327,513,942316,33,228,1287,1,0,72,0.1866741616943059,0.3790616221553698,0.38103582671986286,0.29175434464792277,0.11502242789607582,0.14979661131324806,0.0586267759915047,9.53524597222593,5.929589143389895,6.26530121273771,0.23617156883240417,1.0,0.3858586440554152,Bumps
188,473,3145,4188,8035,307,999,1064734,26,219,992,0,1,85,0.5041201452697815,0.058755303161798944,0.30193899481204395,0.04359493690098781,0.41941636611283484,0.34979886877146465,0.14462805563841427,8.991686725934825,5.655991810819852,6.950814768442584,-0.045607828487743585,1.0,0.2673100754558934,Bumps
16,190,2060,3795,13394,181,1418,846846,69,223,1243,0,1,87,0.4593474919011959,0.14152251630466678,0.36132360103053424,0.09640533005691637,0.3898436774353269,0.14970492239241678,0.22574192728072798,9.502636781978708,5.1647859739235145,7.459338895220296,-0.2924177816379775,1.0,0.37816052214202517,Bumps
429,798,4308,5266,6524,439,1049,599723,48,198,1179,0,1,62,0.6978283376908911,0.38190828315062836,0.11240644975509229,0.29989068762763316,0.29829351812098415,0.32000049614752774,0.0006552283516671698,8.783396232190894,5.91350300563827,6.8658910748834385,-0.597389856308263,1.0,0.2285346765344301,K_Scratch
270,422,3260,3541,13975,131,274,455156,28,182,808,0,1,84,0.6603934798209856,0.271407643906749,0.11613286289876262,0.26924486543862736,0.4451154182685563,0.22817915734148309,0.12997522280872512,9.545096851813893,5.030437921392435,5.641907070938114,-0.24604101518936264,1.0,0.38819563303400223,Bumps
128,382,1129,2995,36013,271,1681,1563757,59,225,1572,0,1,48,0.5652603503001628,0.23399011957182714,0.4735845958528798,0.1785600542716313,0.3631535741346126,0.07236896233219939,0.049798338202537575,10.49166303072945,5.541263545158426,7.532088143541722,0.1605850330829932,1.0,0.6204981215575016,Stains
307,449,2553,2843,3528,120,328,695781,71,243,1587,1,0,100,0.5474226649250635,0.3841231296760195,0.06428863039843924,0.20923838016801805,0.3024924144363521,0.05897128745954791,0.2774242427593085,8.16876982367527,4.962844630259907,5.673323267171493,-0.5027477115603965,1.0,0.13809178937826866,K_Scratch
269,405,3476,3884,5121,128,368,517884,45,195,1197,0,1,94,0.7271880922517575,0.27780759312352205,0.23762326329360023,0.25638226882001136,0.288547244069199,0.35401985967862637,0.08747303087272958,8.541300266759471,4.919980925828125,6.013715156042802,-0.32159530225449395,1.0,0.18866627818724843,Z_Scratch
385,697,3358,4953,15938,311,1822,1163712,28,254,1572,0,1,55,0.509819007528465,0.24486905196412173,0.2056275939551645,0.13810116948082055,0.14640695484920127,0.28552123850044175,0.12973420788156412,9.676524215119054,5.746203190540153,7.3752557780097545,0.6794888142510511,1.0,0.41982890677928414,Pastry
401,488,3639,4752,4250,86,1214,452144,6,189,1380,0,1,90,0.6235213271430037,0.19178574446649221,0.4809969549334113,0.02442830661208065,0.2743361475490904,0.24454417068922452,0.12154686212584945,8.35490952835879,4.477336814478207,7.01571242048723,-0.4705324892142058,1.0,0.16177359084756712,Z_Scratch
50,78,1143,3012,11940,25,2042,1225503,29,230,1045,1,0,63,0.2397218868876342,0.07315905260381331,0.10796910201006754,0.03835614537260866,0.22496235907185272,0.2300341362788571,0.17662783906950286,9.387733135533384,3.367295829986474,7.533693709848633,0.003624254493156079,1.0,0.35154226906811686,Other_Faults
485,754,3076,3382,29599,266,295,2568888,60,254,1238,0,1,84,0.25673367434586397,0.15287295514002663,0.12695646233501406,0.18598988743885017,0.3142459127497328,0.0710771275558327,0.02444699319278296,10.295529640312152,5.598421958998375,5.726847747587197,-0.10719480498939517,1.0,0.5733493382569985,Stains
1,168,3153,3193,19735,135,44,1022866,60,234,994,1,0,78,0.20219245985915063,0.3892394123018883,0.028040084631835438,0.1774290476697032,0.44332377620281926,0.21825931934340292,0.0008888161681190442,9.890199658209193,5.123963979403259,3.713572066704308,0.6298350053948839,1.0,0.47257745979295673,Bumps
86,465,4784,6459,15338,406,1378,1074805,34,194,1034,0,1,52,0.27970455973256236,0.2414207024737775,0.093576096299465,0.009787266421914064,0.4783324684463479,0.37400922135449677,0.04879615612863631,9.638153883748108,5.940171252720432,7.424165281042028,0.2539242819246331,1.0,0.41051274682977207,Other_Faults
193,220,2892,4168,18027,29,1478,1428678,31,237,1489,1,0,82,0.43927833464180055,0.09917406020128058,0.1946934273338461,0.1234667239635082,0.16350316604483334,0.3729385019023142,0.0008004504027858794,9.799681383810539,3.332204510175204,7.152268856032539,-0.24438052851381425,1.0,0.45008714115312026,Other_Faults
419,754,1672,2470,26925,385,752,1112188,39,235,1059,0,1,89,0.5910558021716785,0.2651249866272101,0.42460957234705243,0.14408007769968822,0.44816433142332013,0.17580575916378371,0.27801225130172713,10.20084764153918,5.817111159963204,6.683360945766275,-0.41703568994496465,1.0,0.5500437937664937,Other_Faults
133,353,1360,1859,15112,220,443,646439,66,241,1186,1,0,87,0.47961345715388726,0.286511366121512,0.4801261626007188,0.07610083773650894,0.44999082344964714,0.3734272318529943,0.20112465439768695,9.62331057957012,5.3981627015177525,6.214608098422191,-0.5675887708330327,1.0,0.4069256160952448,Bumps
46,206,1238,2238,28559,170,828,2922419,66,232,929,1,0,58,0.07293092721518768,0.340894525851211,0.007741229568757668,0.08187514809731139,0.10098183457753769,0.19549895820244695,0.2184946531481204,10.25976241645352,5.081404364984463,6.90875477931522,-0.4329602381357382,1.0,0.5645778876082704,Dirtiness
467,712,4200,4883,23829,241,631,2083215,31,187,1329,0,1,71,0.4557191032476265,0.33080108572729067,0.4941017463634871,0.10390905093254828,0.33975168890444074,0.3780007383852927,0.05011253440144579,10.078700570092789,5.5053315359323625,6.52795791762255,-0.3642280573344163,1.0,0.5196649935176377,Other_Faults
464,821,4220,6043,15462,292,1933,1084720,24,232,948,0,1,132,0.5860180909398598,0.14368336591930495,0.4557984432801371,0.11047883696157396,0.11822006238614101,0.15507948903948526,0.15933282676324664,9.64620535247543,5.8805329864007,7.508787170634276,-0.3708168786124051,1.0,0.41246253239868874,Bumps
157,499,986,1954,6471,409,901,821718,35,182,1330,1,0,52,0.7616455724803912,0.30958128331671136,0.3672341929376614,0.1411775447405351,0.18456007382436002,0.2378201165056314,0.28739461608272987,8.775240458738327,5.8377304471659395,6.876264611890766,-0.18162478591864334,1.0,0.22709994448821852,K_Scratch
178,250,3139,4890,19069,59,1433,1510533,56,210,1317,0,1,74,0.3662341892980246,0.23631571090548592,0.14614508635462659,0.19673319053525404,0.35664799948576364,0.12332017795185991,0.00911922444345784,9.855871698594465,4.290459441148391,7.468513271496337,0.457243162788719,1.0,0.4640301697770283,Other_Faults
12,173,4920,6817,2339,189,2238,543485,50,200,1181,0,1,60,0.6484997236221326,0.20677984601200755,0.4256411061082655,0.23269639059781,0.21525979561335,0.16339163729653866,0.203663469717179,7.757906208351747,5.087596335232384,7.5485559791698735,-0.2573377821343326,1.0,0.09603362341118543,Z_Scratch
257,484,3550,3649,12776,244,118,1584471,69,202,1424,1,0,66,0.703763662523793,0.17136602517202404,0.43120217614654455,0.2562803077972592,0.10892068195945744,0.2633267928573009,0.11034966729628692,9.455401958591324,5.429345628954441,4.605170185988092,0.2575793708645219,1.0,0.3671186104088104,Other_Faults
206,457,3372,4089,18183,268,645,1851605,73,219,1413,1,0,64,0.1848376361728061,0.07271472603110367,0.31296651842435347,0.12505477184802075,0.3489942154824919,0.12368870139324503,0.10162237888604454,9.808297365532379,5.529429087511423,6.576469569048224,0.02591461661939734,1.0,0.4522205759264919,Other_Faults
350,626,1653,3342,19348,291,1371,1204254,18,210,1283,0,1,55,0.6234534775786177,0.16404050697808809,0.11880710009732126,0.16063749268780236,0.46756110573827536,0.28999606798612804,0.2233244142106702,9.87039601753593,5.6240175061873385,7.432483807917119,-0.03602919369753699,1.0,0.46764428214433823,Bumps
131,525,1221,1277,26131,446,52,1764939,27,184,1085,0,1,71,0.45621696282892066,0.3704155456507303,0.3883200371863115,0.06849925097799313,0.10992373201702632,0.18432087562446836,0.042464655296347,10.170915895960642,5.978885764901122,4.04305126783455,-0.028523549988295788,1.0,0.5426252595201655,Other_Faults
436,637,662,1036,25813,180,363,1974433,20,229,1181,0,1,63,0.14701060604398253,0.085676831883913,0.24678639663449053,0.2089641192857112,0.20846014447088784,0.15384895798503967,0.25259250762188135,10.158672259395132,5.308267697401205,5.926926025970411,-0.5707132843922902,1.0,0.5395850473262367,Other_Faults
448,688,2348,3064,15045,194,704,2340337,5,246,1373,0,1,43,0.13572490157027883,0.2839278293066516,0.11408885856458556,0.09521169992023548,0.4851021389697304,0.17182462980139906,0.1039502662097235,9.618867454120167,5.484796933490655,6.57507584059962,0.19796423824582673,1.0,0.40585376983765986,Other_Faults
232,486,2807,4135,22339,236,1568,1529706,0,211,1306,0,1,65,0.38619631902472795,0.3373752780699566,0.27292970050988113,0.10144306146725886,0.20035695054154049,0.257829110795399,0.062414864467530036,10.014134072623191,5.541263545158426,7.192182058713246,0.2304104576784142,1.0,0.5035334593321379,Other_Faults
431,470,38,286,4589,43,274,421518,26,224,1564,0,1,86,0.7173749832852099,0.3624102764046392,0.3168660025288184,0.06668731614886637,0.12136550529981945,0.2652943038926091,0.014219573379349192,8.431635303054591,3.6888794541139363,5.517452896464707,-0.7446502289929042,0.7031786536962981,0.172449642089431,K_Scratch
52,274,3137,4402,11980,197,1443,1705886,76,243,1566,0,1,64,0.5330645054178638,0.1935573192307231,0.17383283537943328,0.03492009534911276,0.11555832489873047,0.30358923592134346,0.1935411371807162,9.3910773406399,5.407171771460119,7.143617602704121,-0.3949476049671172,1.0,0.3523049930356652,Other_Faults
48,193,987,2211,13719,143,1372,1164546,39,206,903,0,1,87,0.47410600288186006,0.20923611108755386,0.17808926716421053,0.2841262640926666,0.3411635245698742,0.2526753846900981,0.06957033653067446,9.526609901279876,4.983606621708336,7.110696122978827,0.30588261433120967,1.0,0.38381416721742756,Other_Faults
258,284,3149,3876,16569,21,824,804345,28,183,1116,0,1,75,0.21838860600562535,0.15942971002432682,0.08911654945579173,0.2577546598233325,0.26140910660289174,0.18949030002788386,0.050966002441986,9.71534911042061,3.295836866004329,6.590301048196686,0.1859028494642149,1.0,0.42931391926121787,Other_Faults
211,399,2688,2980,18200,221,250,1596293,64,221,1571,1,0,68,0.6564340844338367,0.056605289106711844,0.06365963112764567,0.23461028096547568,0.4871877782081019,0.16201937426941737,0.01115422048237945,9.809231816610408,5.241747015059643,5.680172609017068,-0.4201996668954372,1.0,0.452452065781129,Other_Faults
98,145,1184,2679,14182,56,1404,733815,25,187,1361,1,0,96,0.354381521352358,0.2015760768005978,0.45876236361517403,0.13503728179057164,0.39772148693494647,0.21343859320732927,0.06834022671385685,9.559799343294607,3.871201010907891,7.310550158534422,5.370037681114159e-05,1.0,0.3916931578160473,Bumps
272,555,4885,5489,11940,308,567,1824257,30,210,1310,1,0,47,0.575082659995656,0.3257526518549404,0.12694200548053408,0.2290895746641402,0.37519360860946793,0.16298507419984515,0.1636464444170886,9.387733135533384,5.648974238161206,6.405228458030842,0.3765341528720335,1.0,0.35154226906811686,Other_Faults
17,195,4805,6761,19067,202,2026,1066609,4,252,1096,1,0,86,0.2997458085741522,0.08482182678183042,0.41138196773368507,0.20263668540697513,0.1351465323727771,0.28907806071594744,0.17415578300291104,9.855766816324715,5.187385805840755,7.579167967396076,-0.5824298076366468,1.0,0.4640040850077116,Other_Faults
258,602,84,1639,30452,310,1521,1749553,39,240,1251,0,1,68,0.29819639566302175,0.11748066593326074,0.3136877522176811,0.29382596194135563,0.2857611625282584,0.33612438978398335,0.1523352560853363,10.32393979045254,5.84354441703136,7.349873704738337,-0.021866757681129848,1.0,0.5802841080560994,Stains
403,786,2778,4153,9857,389,1223,598877,66,241,951,0,1,72,0.7845195998049853,0.056196555775633025,0.4308869198946773,0.05228360355040821,0.3487527855561574,0.05873981515194592,0.11985194257816928,9.196038587265322,5.950642552587727,7.226936018493289,-1.0,1.0,0.3091787726174057,K_Scratch
225,311,4830,5723,11893,87,828,745100,16,234,1321,1,0,58,0.45373208104817375,0.3404851282046638,0.07720747216999618,0.2468344094598504,0.31611769706894655,0.12804107080349375,0.12214241536677342,9.38378935026654,4.465908118654584,6.795705775173514,0.5278998505952375,1.0,0.3506437698099357,Pastry
291,520,1773,1899,3548,236,109,418884,51,189,1021,0,1,81,0.7236163460258125,0.29131586479236743,0.48407908311375814,0.23966199335520744,0.15464941723950087,0.1716722804416705,0.28954221022130583,8.174421152646497,5.438079308923196,4.844187086458591,-0.9012815034039958,1.0,0.13876580111868977,Z_Scratch
277,606,1556,2462,14880,394,842,1514191,31,237,973,1,0,70,0.43145977412978853,0.1673281130747501,0.021022398037972345,0.17947132795556894,0.44192802119687524,0.18355103573893122,0.2220107834952531,9.60784051043005,5.799092654460526,6.810142450115136,-0.09018433308838703,1.0,0.4031975558206414,Pastry
163,457,420,542,17246,282,132,3409526,15,210,961,1,0,82,0.31308050588561037,0.0887027154740308,0.4191689102966926,0.16665269351864495,0.37598760485669,0.3899906470130262,0.025104296474309194,9.7553934942914,5.68697535633982,4.812184355372417,0.31865023427659805,1.0,0.43915146399635135,Dirtiness
259,376,4849,6305,18058,121,1577,1468810,0,229,1007,0,1,92,0.41074275890654205,0.38361213839209873,0.0901450653078203,0.21724079364978993,0.42489581544349886,0.2876950909672017,0.1820766840679621,9.801399454452342,4.770684624465665,7.284134806195205,0.09836915325929702,1.0,0.4505124149596293,Other_Faults
116,465,4167,4528,15946,397,348,944287,18,237,1173,1,0,75,0.5694510029623249,0.051375262497776235,0.2477295964514722,0.030068476992865276,0.40175038220996384,0.14662629762429363,0.13309369398104362,9.677026002747972,5.857933154483459,5.8916442118257715,0.02561373780163312,1.0,0.4199511334090797,Bumps
130,430,4857,6843,12840,353,2043,1186583,57,209,889,0,1,40,0.6956302348477472,0.22852421613274781,0.1221150585047921,0.1005329580110832,0.4452217572463797,0.23394238455258037,0.1585056367653708,9.460398455831275,5.707110264748875,7.594381242551817,-0.03576869378391587,1.0,0.36828027811280134,Pastry
270,648,4799,5324,29347,342,451,2616695,29,194,1125,0,1,54,0.22760429990169861,0.29615685740218234,0.44563132445769915,0.1907623581993021,0.4751012062045935,0.09497639247542339,0.02632017817880967,10.286979679833886,5.937536205082426,6.26530121273771,0.05913550053681011,1.0,0.5712565482864195,Dirtiness
425,624,3288,5249,8450,161,2185,574323,30,219,960,0,1,74,0.8555775253466982,0.21043196369853123,0.1385227981417112,0.139221085629371,0.28001140480747494,0.2543139660740745,0.08447228575665906,9.042040056544483,5.298317366548036,7.581719640125308,0.07370317953908612,1.0,0.27728683404641974,K_Scratch
475,529,848,1754,22621,64,1022,1800466,55,242,1546,1,0,64,0.3575861008555948,0.17335085894345925,0.2014864000616971,0.00496113736820124,0.42591680065435844,0.17571769083621352,0.17412544973404412,10.026678163091326,4.007333185232471,6.810142450115136,-0.025818564367373245,1.0,0.5066691452280824,Other_Faults
222,312,1256,2176,15191,85,934,1146005,50,182,1308,1,0,68,0.3149759658189506,0.13154027422731368,0.45274473874566284,0.011067986673230445,0.18792028478476952,0.15834927328338103,0.18506522158991845,9.628524252492122,4.51085950651685,6.825460036255307,-0.024034611041538576,1.0,0.40818447712908734,Bumps
449,809,2056,2415,13793,327,423,2090435,24,223,824,0,1,82,0.1031299044827175,0.14785802968313122,0.28537187086665994,0.2316457514422394,0.47120349670982165,0.14139450055157698,0.10045708529969434,9.531988993991236,5.8888779583328805,5.886104031450156,0.28458276063557547,1.0,0.38508711972137066,Stains
490,782,861,2747,11764,249,1882,832568,14,192,1307,1,0,73,0.6087712158178445,0.0911117254787344,0.3447822055259825,0.12265309851752047,0.18245846411206565,0.1909637665616047,0.022788086089475055,9.372884301161463,5.680172609017068,7.54274354536855,0.1882502614004807,1.0,0.3481648316601915,Bumps
451,664,3865,5404,13603,244,1534,1815933,73,231,1585,0,1,52,0.3440289285692505,0.31079646197444,0.06352813267883717,0.031162137083643147,0.3840580150386014,0.12309295715819435,0.0920318254058497,9.518119146127086,5.365976015021851,7.3395376954076745,-0.8962487037129568,1.0,0.38180808744809724,Other_Faults
259,601,1139,2585,12211,387,1694,2078841,48,244,1056,1,0,68,0.41306593289589566,0.35029832795457555,0.3683751104566137,0.06468271892465711,0.2597197024103144,0.2277629733359472,0.24306175485100065,9.410174353854769,5.8377304471659395,7.277247726631484,-0.4023352815753053,1.0,0.35667486017589956,Other_Faults
245,617,1772,1952,12658,334,175,613856,79,214,944,1,0,70,0.5866012957074318,0.12742752996380474,0.49339829708994837,0.09180183156268297,0.15096831334375965,0.2409468904587153,0.2573872366192525,9.446123703636829,5.921578419643816,5.198497031265826,-0.854004464028286,1.0,0.36496554709365825,K_Scratch
392,642,3347,4380,15709,272,1101,527263,72,196,1155,1,0,112,0.5381225289507116,0.20735530968912247,0.3795260050335541,0.020377744309891487,0.3692642931121056,0.3990215777477377,0.23405757884040948,9.662052731249666,5.5254529391317835,6.9411900550683745,0.569523759168982,1.0,0.41630819604102937,Bumps
173,398,4355,5298,10400,190,1028,910968,28,214,1171,1,0,63,0.4390834464464895,0.13418728028058147,0.2577734970375711,0.17091138961062297,0.18863737217577894,0.31481797583148086,0.09286595082079523,9.249657234353133,5.420534999272286,6.8501261661455,0.267580916604514,1.0,0.3207466184935651,Pastry
35,156,3158,3350,23640,136,175,1691067,21,218,1526,1,0,69,0.3707407530255007,0.3996817687290588,0.4195457493260527,0.22191094033434539,0.4482905226608782,0.2719106374117618,0.2530956769585493,10.070737771809798,4.804021044733257,5.262690188904886,0.33966969570978944,1.0,0.5176770724748305,Other_Faults
73,227,1637,1981,10404,164,410,840790,39,194,933,1,0,92,0.11939613697329882,0.38394571107015135,0.4511730282137933,0.2370733427703442,0.262932635939037,0.24751872811376074,0.2378737422649943,9.250041738827735,5.043425116919247,5.84354441703136,0.33623943797135686,1.0,0.32083039557423154,Bumps
256,482,449,1352,6911,224,933,903668,22,208,1409,0,1,86,0.2021783802166775,0.2685487245145374,0.412804336253797,0.28103218485690057,0.42124966647161544,0.1993358932155317,0.19047427059361924,8.841014310483892,5.424950017481403,6.806829360392176,-0.2006311773891292,1.0,0.23885163951021993,Bumps
171,440,1987,3667,7926,227,1914,774479,32,212,1139,1,0,105,0.5292536511124837,0.25989644777876064,0.17501945069297647,0.13321934742615935,0.1257294788933143,0.32849466143502054,0.07224105364638571,8.978029932837156,5.598421958998375,7.427144133408616,-0.9122823666664189,1.0,0.26464383301428757,K_Scratch
490,762,2788,3578,1281,228,759,467006,29,225,1003,0,1,86,0.45695291535788585,0.37186119679750285,0.4574659508851482,0.2967552493098288,0.4496226252555916,0.39922453573702266,0.07340585643698178,7.156176637480615,5.60947179518496,6.673297967767654,-0.3656321424326229,1.0,0.055001475055712935,K_Scratch
86,276,3459,3690,13216,174,265,980533,48,235,974,1,0,92,0.8292570411670315,0.3101827077414655,0.40779157011764416,0.20582194662681585,0.2760025274397411,0.18275457743526563,0.23149948148181065,9.489259158757807,5.25227342804663,5.44673737166631,0.6641238566229375,1.0,0.3750198711145937,Bumps
201,576,3865,4856,8395,341,867,731655,19,219,1498,0,1,62,0.5239621893807082,0.10473076438665743,0.3419419867231351,0.005919628700521584,0.1470213046501752,0.34552792192458376,0.25347422550547594,9.035510680940524,5.929589143389895,6.899723107284872,-0.619633126349336,1.0,0.2759802593461456,K_Scratch
412,773,1089,1558,16253,428,534,1402957,32,247,986,1,0,75,0.6140178030550134,0.19775430772461805,0.3093383545344325,0.13314382229402424,0.19843964903052638,0.28771910937329787,0.2619731837223963,9.69609431131315,5.8916442118257715,6.152732694704104,0.2162299108135645,1.0,0.42460298385933126,Other_Faults
144,517,197,1175,22057,435,965,1653592,71,199,1594,1,0,58,0.09142845098391159,0.3887300863600527,0.3619613355965327,0.123536321762327,0.10763971193668596,0.0619334942486446,0.20544110869375684,10.001430626866092,5.924255797414532,6.88653164253051,-0.5294150994828063,1.0,0.500357656655522,Stains
117,366,774,1143,23027,295,440,1807679,49,209,1333,0,1,86,0.4151714262168723,0.28799492854487474,0.35999461551636214,0.025490951229674784,0.14260465481272058,0.09457207173155985,0.27131305009829776,10.0444661457957,5.521460917862246,5.91350300563827,0.33730935059397493,1.0,0.5111147051410466,Other_Faults
76,256,3477,5084,20775,207,1830,1701302,22,224,1305,1,0,53,0.3758473636506371,0.2519227485098752,0.4274584792798855,0.29227275765652094,0.27579700502794546,0.07115642304484458,0.2247346737077612,9.941553753342584,5.198497031265826,7.382746449738912,-0.30777435321713986,1.0,0.48539259629572035,Other_Faults
194,317,4254,4424,5983,115,187,1370291,14,216,954,1,0,61,0.48918925629077764,0.3478821587812506,0.27860952246502196,0.06205231144306837,0.34940312398248885,0.17520086772984966,0.2533216836876197,8.696844519654313,4.820281565605037,5.14166355650266,0.6160795926564805,1.0,0.21363443378044297,Bumps
415,467,3408,4937,4467,55,1364,428955,66,241,937,1,0,67,0.7098837412903359,0.33378718824335296,0.21853904137873753,0.03716416958866857,0.3257767366615253,0.3833054846103874,0.2378980954177534,8.404696160189092,3.970291913552122,7.333023014386481,-0.10045728523686559,1.0,0.16863899180317846,Z_Scratch
50,428,3754,5567,46632,363,1857,3119194,6,185,1426,0,1,58,0.32587153984654893,0.3563651789232678,0.09467811384033253,0.16436124319116593,0.10958455404970793,0.317477169344808,0.1742741694738835,10.750063723997085,5.937536205082426,7.503289630675082,-0.15439284243036389,1.0,0.6791925841567972,Dirtiness
433,466,2556,2657,8346,34,103,743064,8,185,1033,0,1,107,0.743370637428312,0.17084607304650012,0.16994791058091668,0.26998542117192786,0.11991610127508366,0.17256629200579554,0.035601747621541224,9.029657471850737,3.5263605246161616,4.624972813284271,-0.3760297757645995,1.0,0.2748122343492055,K_Scratch
417,718,4669,4807,30804,293,163,1251661,53,226,899,0,1,80,0.4468015768910074,0.1327658010782073,0.17271010008839932,0.22587901980145847,0.26982449528262287,0.3430646018385813,0.26329166147633254,10.33543229344867,5.71042701737487,4.9344739331306915,0.16668705886014998,1.0,0.5830805474836569,Other_Faults
224,336,855,1330,10018,130,431,1413058,67,236,1321,1,0,73,0.6332135390087928,0.2627899086593569,0.05129228016551041,0.2556709574927733,0.34054705079602654,0.3862994518746729,0.20105564022336225,9.212238569259263,4.727387818712341,6.16541785423142,-0.11234938347018053,1.0,0.31264953563644804,Bumps
68,422,319,505,4842,393,203,269569,69,200,934,0,1,70,0.538348432222129,0.23180040513855793,0.3913275055277898,0.251560472296121,0.33349290006404997,0.19106242112713984,0.28395072642096303,8.48528964240323,5.872117789475416,5.231108616854587,-0.376678965485846,0.943081139822592,0.18024176725300012,Z_Scratch
163,185,4367,6120,4066,17,1715,346079,55,242,1309,1,0,75,0.6757428525729092,0.2619352462119453,0.2423890300452235,0.031733672068220094,0.21116880430774365,0.36161005967477794,0.16499652475978588,8.310660905907225,3.1354942159291497,7.469654172932128,-0.5809789467418522,0.5924935049356175,0.15586277545428412,Z_Scratch
